ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0010810	GO:0010810	regulation of cell-substrate adhesion	46/1389	201/17913	1.76713031859856e-11	2.97154007636839e-09	2.00313522299034e-09	MYOC/FAM107A/TEK/ACVRL1/ARHGAP6/EMP2/SPOCK2/FOXF1/CD36/PRKCE/CORO2B/ABI3BP/GPM6B/PEAK1/CASS4/DLC1/MYADM/CDH13/PPM1F/FZD4/LIMCH1/NEDD9/PTPRO/NPNT/UTRN/BST1/PHLDB2/APOA1/NDNF/PREX1/PIK3R1/PDPN/CCN1/EPB41L5/FBLN1/ALOX15/PRKCZ/LRP1/PTN/UNC13D/VTN/CX3CL1/KDR/SEMA3E/EDIL3/CCL21	46
GO:0045766	GO:0045766	positive regulation of angiogenesis	46/1389	203/17913	2.53892888057042e-11	4.13999282010589e-09	2.79079710444838e-09	ANGPT4/TEK/RAMP2/ACVRL1/CDH5/SEMA5A/CXCR2/RHOJ/HSPB6/SASH1/FGF2/JCAD/BMPER/CCBE1/TGFBR2/CD34/AGTR1/C5AR1/KLF4/ENG/ANXA3/GATA6/GAB1/GATA2/HYAL1/TNFSF12/RRAS/MAP3K3/AQP1/ETS1/CCL24/IL1A/C6/CX3CR1/PTGIS/AKT3/CYBB/PPP1R16B/PRKD1/APLNR/CTSH/IL1B/FGF18/CX3CL1/KDR/ANXA1	46
GO:0010632	GO:0010632	regulation of epithelial cell migration	58/1389	294/17913	2.87132103928045e-11	4.45976676083557e-09	3.00635887632692e-09	ANGPT4/TEK/RGCC/ACVRL1/EMP2/FGF10/STARD13/PRKCE/MMRN2/GLIPR2/SEMA5A/SLIT2/RHOJ/HBEGF/SASH1/ANGPT1/FGF2/JCAD/BMPER/CCBE1/TGFBR2/WNT7A/AMOTL1/AGTR2/PLPP3/KLF4/PPM1F/BMPR2/ANXA3/GATA2/HYAL1/PTPRM/MAP3K3/EDN1/PDGFB/FLT4/PPARG/DCN/DAB2IP/MCC/ATOH8/ETS1/VASH1/EPB41L5/AKT3/PTPRG/MEOX2/PRKD1/JUN/CTSH/TGFB2/FGF7/PTN/ENPP2/FGF18/KDR/ANXA1/APOH	58
GO:0071560	GO:0071560	cellular response to transforming growth factor beta stimulus	50/1389	233/17913	2.90079607190569e-11	4.45976676083557e-09	3.00635887632692e-09	ACVRL1/ANKRD1/CLEC3B/CAV1/CDH5/GDF10/TGFBR3/SMAD6/CLDN5/LRRC32/VEPH1/CAV2/LTBP4/ITGA8/TGFBR2/WNT7A/SOX5/ENG/FERMT2/PDE2A/HYAL2/FGFR2/ZEB1/MYOCD/ZFYVE9/SMAD9/LEFTY2/NPNT/EDN1/SMAD7/SNX25/DAB2/CDKN2B/EPB41L5/CX3CR1/DKK3/NRROS/CDKN1C/CITED2/FOS/PRKCZ/JUN/WNT2/TGFB2/ID1/FOLR1/PRDM16/LTBP2/HPGD/PEG10	50
GO:0030324	GO:0030324	lung development	41/1389	169/17913	3.1606988134376e-11	4.7243667541966e-09	3.18472751786725e-09	EPAS1/FGF10/FOXF1/TCF21/RSPO2/MME/CYP1A2/HHIP/HEG1/TBX4/CCBE1/TGFBR2/BMPR2/GATA6/GPC3/RBP4/AARD/KLF2/FGFR2/MYOCD/HOXA5/TBX5/SFTPD/FLT4/TNS3/CCN2/PDPN/PKDCC/LIPA/ALDH1A2/WNT2/WNT11/CTSH/FGF7/HSD11B1/PTN/ID1/FSTL3/CEBPA/FGF18/DNAAF1	41
GO:0002683	GO:0002683	negative regulation of immune system process	77/1389	451/17913	3.27562801643145e-11	4.7638255017345e-09	3.21132692592398e-09	TAL1/FOXF1/CLDN18/LRRC32/CXCR2/SLIT2/SPN/ANGPT1/VSIR/ADTRP/IL1RL1/IL17D/PDE5A/LDLR/GPER1/IL33/VSIG4/GPR17/A2M/HLA-E/GATA2/CD300LF/KLF13/UBASH3B/TLR4/PTGER4/IHH/IL7R/HOXA5/CD68/LILRB3/ZBTB16/HLX/PF4/SERPING1/BTK/SFTPD/SMAD7/PPARG/SAMHD1/TYROBP/SCGB1A1/ZFP36/APOA1/LPXN/MEIS1/MNDA/DUSP1/LST1/PIK3R1/DAB2IP/CNR1/FCER1G/CXCL12/TMEM178A/ID2/MMP28/ALOX15/AXL/PDCD1LG2/ADGRF5/LILRA2/HLA-DOA/C1QC/TGFB2/TSC22D3/FSTL3/BMP5/PTPRC/IRAK3/C4BPA/CX3CL1/CD74/CD274/CCL2/CCL21/ANXA1	77
GO:0002793	GO:0002793	positive regulation of peptide secretion	55/1389	275/17913	5.40308843063754e-11	7.3375386537499e-09	4.94628433392779e-09	RGCC/ANKRD1/AGER/ADCY8/PRKCE/FGR/SPTBN1/LILRA5/IL1RL1/GPER1/CD34/AGTR2/IL33/FRMD4A/HYAL2/PLA2G1B/HLA-E/RBP4/LPL/TLR4/PTGER4/TLR8/LRRK2/CD33/ARRB1/CLEC4E/APBB1/MYH10/FCN1/IL6/CD244/CADM1/RAB8B/IL1A/HCAR2/GJA1/APLN/CFTR/CASP1/P2RX7/AKAP12/PRKCZ/LILRA2/TGFB2/IL1B/LRP1/AIF1/UNC13B/S100A8/BMP6/CD274/NR0B2/ALOX15B/CHIA/GRP	55
GO:0002446	GO:0002446	neutrophil mediated immunity	82/1389	499/17913	5.4544052434491e-11	7.3375386537499e-09	4.94628433392779e-09	PECAM1/ADGRE3/SIRPB1/MCEMP1/PTPRB/CD36/FPR2/DNASE1L3/CAT/CFP/FOLR3/MME/CXCR2/HBB/CAMP/CD93/FGR/CXCR1/RETN/PRAM1/METTL7A/OSCAR/OLR1/CFD/C5AR1/ACE/ANXA3/FABP5/GMFG/SLC11A1/PLA2G1B/CLEC12A/ALOX5/PPBP/CD68/LILRB3/FCGR3B/CD33/HK3/STOM/S100A12/PLEKHO2/FPR1/BST1/ADGRE5/FCN1/TYROBP/MNDA/SIRPA/IL6/NCKAP1L/NFAM1/P2RX1/FCER1G/ITGAL/KCNAB2/SLCO4C1/CD44/CYBB/CTSG/SIGLEC14/PLAC8/CTSS/LAIR1/PTX3/CD53/SLPI/SLC2A3/ADA2/LYZ/DOCK2/PTAFR/CTSH/UNC13D/ALDH3B1/PTPRC/S100A8/ITGAM/ATP8A1/ANPEP/PIGR/SERPINA1	82
GO:0043410	GO:0043410	positive regulation of MAPK cascade	82/1389	499/17913	5.4544052434491e-11	7.3375386537499e-09	4.94628433392779e-09	TEK/AGER/ADRA1A/RAMP3/ALKAL2/ADRB2/FGF10/CD36/FPR2/PRKCE/KL/GLIPR2/GHR/CAV2/SASH1/ANGPT1/FGF2/FFAR4/JCAD/P2RY1/LILRA5/FGFR4/C1QTNF2/BMPER/EDN3/MARCO/PDE5A/GPER1/C5AR1/GAS6/NDRG4/FZD4/ERBB4/PLA2G1B/TLR4/ZEB2/FGFR2/SCIMP/NRG1/LRRK2/NPNT/S100A12/ARRB1/PLCE1/MAP3K3/FPR1/NTRK2/EDN1/PDGFB/SORBS3/KLB/BMP2/GADD45B/PLA2G5/FLT4/CCN2/RASSF2/IL6/DAB2IP/PIK3R5/MAP3K8/TNFAIP8L3/NCF1/CD44/AKAP13/MAPK10/ALOX15/P2RX7/AKAP12/PRKCZ/JUN/TGFB2/CD4/IL1B/LRP1/FGF18/PTPRC/CX3CL1/CD74/KDR/ICAM1/CCL21	82
GO:0030323	GO:0030323	respiratory tube development	41/1389	173/17913	6.94452457596583e-11	8.89725874839812e-09	5.99770217763866e-09	EPAS1/FGF10/FOXF1/TCF21/RSPO2/MME/CYP1A2/HHIP/HEG1/TBX4/CCBE1/TGFBR2/BMPR2/GATA6/GPC3/RBP4/AARD/KLF2/FGFR2/MYOCD/HOXA5/TBX5/SFTPD/FLT4/TNS3/CCN2/PDPN/PKDCC/LIPA/ALDH1A2/WNT2/WNT11/CTSH/FGF7/HSD11B1/PTN/ID1/FSTL3/CEBPA/FGF18/DNAAF1	41
GO:1903034	GO:1903034	regulation of response to wounding	41/1389	173/17913	6.94452457596583e-11	8.89725874839812e-09	5.99770217763866e-09	SPAAR/AGER/CAV1/TNR/CD36/PRKCE/F11/THBD/HBEGF/CPB2/SELP/FGF2/DUOX1/ADTRP/TGFBR2/CD34/PLPP3/WFDC1/KLF4/PRKCQ/UBASH3B/TLR4/MYOZ1/PROS1/PRKG1/SERPING1/EDN1/PDGFB/PHLDB2/MYLK/PDPN/SCARF1/GJA1/FKBP1B/RTN4RL1/LRP1/PTN/VTN/FOXA2/ANXA1/APOH	41
GO:0071559	GO:0071559	response to transforming growth factor beta	50/1389	239/17913	7.62255121266611e-11	9.34775564778724e-09	6.30138517831255e-09	ACVRL1/ANKRD1/CLEC3B/CAV1/CDH5/GDF10/TGFBR3/SMAD6/CLDN5/LRRC32/VEPH1/CAV2/LTBP4/ITGA8/TGFBR2/WNT7A/SOX5/ENG/FERMT2/PDE2A/HYAL2/FGFR2/ZEB1/MYOCD/ZFYVE9/SMAD9/LEFTY2/NPNT/EDN1/SMAD7/SNX25/DAB2/CDKN2B/EPB41L5/CX3CR1/DKK3/NRROS/CDKN1C/CITED2/FOS/PRKCZ/JUN/WNT2/TGFB2/ID1/FOLR1/PRDM16/LTBP2/HPGD/PEG10	50
GO:0007015	GO:0007015	actin filament organization	61/1389	325/17913	7.64358387851029e-11	9.34775564778724e-09	6.30138517831255e-09	MYOC/FAM107A/RGCC/S1PR1/ARHGAP6/EMP2/ACTN2/ARHGEF15/PRKCE/PHACTR1/SEMA5A/SLIT2/CORO2B/CGNL1/SPTBN1/INPP5K/WASF3/DLC1/MYADM/TMOD1/PPM1F/CSF3/CFL2/PLA2G1B/LMOD1/SORBS1/PTGER4/LIMCH1/NEBL/SHROOM4/ARHGAP18/NEDD9/ARRB1/SHANK3/SORBS3/PHLDB2/APOA1/CCN2/PREX1/PIK3R1/NCKAP1L/RDX/CCL24/HCK/TMSB15A/FHDC1/GPR65/ARHGAP25/ARHGEF10/CXCL12/PLEKHH2/LCP1/ALOX15/COBL/WNT11/AIF1/ID1/CX3CL1/ICAM1/CCL21/ELN	61
GO:0002283	GO:0002283	neutrophil activation involved in immune response	80/1389	488/17913	1.06224013678571e-10	1.27020315023198e-08	8.56252517278024e-09	PECAM1/ADGRE3/SIRPB1/MCEMP1/PTPRB/CD36/FPR2/DNASE1L3/CAT/CFP/FOLR3/MME/CXCR2/HBB/CAMP/CD93/FGR/CXCR1/RETN/PRAM1/METTL7A/OSCAR/OLR1/CFD/C5AR1/ANXA3/FABP5/GMFG/SLC11A1/CLEC12A/ALOX5/PPBP/CD68/LILRB3/FCGR3B/CD33/HK3/STOM/S100A12/PLEKHO2/FPR1/BST1/ADGRE5/FCN1/TYROBP/MNDA/SIRPA/NCKAP1L/NFAM1/P2RX1/FCER1G/ITGAL/KCNAB2/SLCO4C1/CD44/CYBB/CTSG/SIGLEC14/PLAC8/CTSS/LAIR1/PTX3/CD53/SLPI/SLC2A3/ADA2/LYZ/LILRA2/DOCK2/PTAFR/CTSH/UNC13D/ALDH3B1/PTPRC/S100A8/ITGAM/ATP8A1/ANPEP/PIGR/SERPINA1	80
GO:0042119	GO:0042119	neutrophil activation	81/1389	499/17913	1.33124782235845e-10	1.55727055045888e-08	1.04976658943873e-08	PECAM1/ADGRE3/SIRPB1/MCEMP1/PTPRB/CD36/FPR2/DNASE1L3/CAT/CFP/FOLR3/MME/CXCR2/HBB/CAMP/CD93/FGR/CXCR1/RETN/PRAM1/METTL7A/OSCAR/OLR1/CFD/C5AR1/ANXA3/FABP5/GMFG/SLC11A1/CLEC12A/ALOX5/PPBP/CD68/LILRB3/FCGR3B/CD33/HK3/STOM/S100A12/PLEKHO2/FPR1/BST1/ADGRE5/FCN1/TYROBP/MNDA/PREX1/SIRPA/NCKAP1L/NFAM1/P2RX1/FCER1G/ITGAL/KCNAB2/SLCO4C1/CD44/CYBB/CTSG/SIGLEC14/PLAC8/CTSS/LAIR1/PTX3/CD53/SLPI/SLC2A3/ADA2/LYZ/LILRA2/DOCK2/PTAFR/CTSH/UNC13D/ALDH3B1/PTPRC/S100A8/ITGAM/ATP8A1/ANPEP/PIGR/SERPINA1	81
GO:0002694	GO:0002694	regulation of leukocyte activation	80/1389	492/17913	1.59510908523653e-10	1.82623021013995e-08	1.23107411147258e-08	WNT3A/AGER/CAV1/FGF10/FOXF1/LRRC32/SPN/FGR/VSIR/PRAM1/IL1RL1/PDE5A/LDLR/TGFBR2/GPER1/C5AR1/GAS6/IL33/VSIG4/HLA-E/GATA2/CD300LF/SLC46A2/SNCA/PRKCQ/TLR4/IHH/IL7R/ZEB1/LRRK2/ZBTB16/HLX/CD83/BTK/NR4A3/SFTPD/TNFSF13/SMAD7/TYROBP/C1QA/SCGB1A1/MNDA/LST1/PIK3R1/IL6/NCKAP1L/MAP3K8/CNR1/RORA/NFAM1/GAB2/FCER1G/DOCK8/EGR3/ID2/EFNB2/TFRC/EFNB1/AXL/PDCD1LG2/PRKCZ/ADGRF5/HLA-DOA/PTAFR/HLA-DPA1/CD4/IL1B/SASH3/HLA-DPB1/UNC13D/AIF1/CEBPA/PTPRC/ITGAM/CX3CL1/CD74/CD274/CCL2/CCL21/ANXA1	80
GO:0019932	GO:0019932	second-messenger-mediated signaling	64/1389	360/17913	2.79923218733097e-10	3.07748707177193e-08	2.07455480772035e-08	JPH4/EDNRB/RAMP2/RAMP3/NMUR1/TMEM100/ADCY8/CALCRL/CD36/FPR2/NPR1/ADRB1/CASQ2/RAPGEF4/SELP/LMCD1/GUCY1A2/ADCY4/ATP1A2/PTH1R/RCAN1/EDN3/PDE5A/GPER1/AGTR2/AGTR1/CDH13/S1PR4/PDE2A/NOS1/MYOZ1/NRG1/LRRK2/PRKG1/PF4/PTGIR/BTK/PLCE1/FPR1/EDN1/BST1/PTGFR/JPH2/NDNF/AQP1/SELE/ADCY9/GPR65/ADGRD1/AKAP13/P2RX7/EFHB/P2RY12/FKBP1B/PDE3B/APLNR/CMKLR1/CD4/RGN/CLIC2/PTPRC/JPH1/KDR/SCTR	64
GO:0050867	GO:0050867	positive regulation of cell activation	59/1389	319/17913	2.8578220182061e-10	3.07748707177193e-08	2.07455480772035e-08	WNT3A/AGER/CAV1/FGF10/SELP/FGR/VSIR/LILRA5/IL1RL1/TGFBR2/GAS6/IL33/HLA-E/GATA2/PRKCQ/TLR4/IHH/IL7R/LRRK2/ZBTB16/HLX/CD83/BTK/NR4A3/TNFSF13/TYROBP/C1QA/CCN2/PIK3R1/IL6/NCKAP1L/MAP3K8/PDPN/GAB2/FCER1G/DOCK8/EGR3/EFNB2/TFRC/EFNB1/AXL/PDCD1LG2/PRKCZ/LILRA2/PTAFR/HLA-DPA1/CD4/IL1B/SASH3/HLA-DPB1/AIF1/CEBPA/PTPRC/ITGAM/CD74/CD274/CCL2/CCL21/ANXA1	59
GO:0007162	GO:0007162	negative regulation of cell adhesion	53/1389	271/17913	2.85958657477414e-10	3.07748707177193e-08	2.07455480772035e-08	MYOC/FAM107A/RGCC/ACVRL1/JAM2/CCM2L/ARHGAP6/TNR/SEMA6A/LRRC32/SEMA5A/CORO2B/SPN/ANGPT1/VSIR/ADTRP/PDE5A/DLC1/MYADM/CDH13/KLF4/PPM1F/VSIG4/FZD4/UBASH3B/IHH/PRKG1/HLX/PTPRO/PHLDB2/BMP2/SFTPD/SMAD7/SCGB1A1/APOA1/LPXN/DUSP1/PIK3R1/RDX/PODXL/CXCL12/EPB41L5/FBLN1/PDCD1LG2/PDE3B/LRP1/PTPRC/CX3CL1/CD74/CD274/SEMA3E/CCL21/ANXA1	53
GO:0030595	GO:0030595	leukocyte chemotaxis	42/1389	188/17913	2.96941971918397e-10	3.12031154150083e-08	2.10342307182423e-08	EDNRB/S1PR1/VEGFD/FPR2/CXCR2/SLIT2/CCL23/CXCR1/DAPK2/EDN3/C5AR1/GAS6/JAML/PLA2G1B/PTPRO/PF4/S100A12/EDN1/BST1/PDGFB/SFTPD/DUSP1/JAM3/PREX1/IL6/NCKAP1L/CCL24/CXCL12/MMP28/CSF3R/RARRES2/CXCL3/TGFB2/CMKLR1/PTN/AIF1/S100A8/CX3CL1/CD74/CCL2/CCL21/ANXA1	42
GO:0048871	GO:0048871	multicellular organismal homeostasis	77/1389	472/17913	3.02970366506747e-10	3.12031154150083e-08	2.10342307182423e-08	FABP4/EDNRB/S1PR1/NOVA2/LDB2/EPAS1/ADRB2/CAV1/ADCY8/ACADL/CD36/ADRB1/CLDN18/PLCL1/TRPV2/ZNF423/WFS1/FFAR4/ADCY4/PTH1R/INPP5K/AVPR2/LEPR/CD34/ABHD6/AQP4/PDK4/FABP5/HYAL2/SLC11A1/RBP4/GATA2/TLR4/IHH/DCSTAMP/TNS2/ACACB/NPR3/CA2/NR4A3/SFTPD/IL20RA/CCN2/AQP1/IL6/WWTR1/CNR1/ADCY9/IL18R1/IL1A/EGR1/AKT3/GJA1/APLN/ALDH1A1/CFTR/LIPA/PLAC8/TFRC/P2RX7/NDN/SCNN1G/LAMA4/LYZ/ADGRF5/CTSH/CMKLR1/SCD/IL1B/SASH3/SNX10/ID1/BMP6/SCNN1B/PRDM16/PIGR/NAPSA	77
GO:0007599	GO:0007599	hemostasis	61/1389	336/17913	3.09721495418083e-10	3.12031154150083e-08	2.10342307182423e-08	WNT3A/SCUBE1/CAV1/CD36/GP9/PRKCE/F11/HBB/THBD/PEAR1/CPB2/SELP/P2RY1/FLI1/F8/ADTRP/VWF/HPS5/AVPR2/CD34/MYL9/MMRN1/GAS6/GNAQ/GATA6/A2M/GATA2/PRKCQ/UBASH3B/TLR4/PRKCH/PROS1/F10/PRKG1/PAPSS2/PF4/SERPING1/ARRB1/EDN1/PDGFB/DOCK11/MAFF/F2RL3/PIK3R1/IL6/PIK3R5/PDPN/EHD2/P2RX1/FCER1G/ANXA8/FBLN1/DOCK8/P2RX7/FERMT3/P2RY12/VTN/TRPC6/FOXA2/APOH/SERPINA1	61
GO:0050714	GO:0050714	positive regulation of protein secretion	51/1389	256/17913	3.13132918121251e-10	3.12031154150083e-08	2.10342307182423e-08	RGCC/ANKRD1/AGER/ADCY8/PRKCE/FGR/SPTBN1/LILRA5/IL1RL1/GPER1/CD34/AGTR2/IL33/FRMD4A/HYAL2/PLA2G1B/HLA-E/RBP4/LPL/TLR4/PTGER4/TLR8/LRRK2/CD33/ARRB1/CLEC4E/APBB1/MYH10/FCN1/IL6/CD244/CADM1/IL1A/HCAR2/GJA1/CFTR/CASP1/P2RX7/AKAP12/PRKCZ/LILRA2/TGFB2/IL1B/LRP1/AIF1/UNC13B/BMP6/CD274/NR0B2/ALOX15B/CHIA	51
GO:0032956	GO:0032956	regulation of actin cytoskeleton organization	56/1389	297/17913	3.83125329465109e-10	3.748358905185e-08	2.52679403892204e-08	MYOC/FAM107A/TEK/ODAM/RGCC/S1PR1/ARHGAP6/ACTN2/ARHGEF15/PRKCE/SEMA5A/SLIT2/CORO2B/SPTBN1/GPM6B/INPP5K/DLC1/MYADM/TMOD1/PPM1F/CSF3/CFL2/GMFG/DIXDC1/LMOD1/PTGER4/LIMCH1/ARHGAP18/SHANK3/EDN1/BST1/SORBS3/PHLDB2/APOA1/CCN2/JAM3/PREX1/PIK3R1/NCKAP1L/RDX/CCL24/HCK/GPR65/ARHGEF10/CXCL12/PLEKHH2/AKAP13/ALOX15/WNT11/LRP1/ID1/CX3CL1/SEMA3E/ICAM1/CCL21/ELN	56
GO:0060485	GO:0060485	mesenchyme development	51/1389	258/17913	4.17818475874334e-10	4.01478789049963e-08	2.70639561628375e-08	WNT3A/EDNRB/RGCC/ACVRL1/TMEM100/FGF10/FOXF1/TCF21/TGFBR3/GLIPR2/EDN3/TGFBR2/TBX2/ENG/BMPR2/ERBB4/RANBP3L/ZEB2/FGFR2/HOXA5/NRG1/ROBO2/TBX5/RFLNB/EDN1/PHLDB2/BMP2/SMAD7/IL6/DAB2IP/WWTR1/PDPN/DAB2/FOXF2/EPB41L5/S100A4/EFNB1/CITED2/ACTG2/ALDH1A2/WNT2/WNT11/TGFB2/IL1B/HEY1/AXIN2/BMP5/EDNRA/FOLR1/OLFM1/FOXA2	51
GO:0001570	GO:0001570	vasculogenesis	25/1389	78/17913	4.31124910116303e-10	4.06997042339619e-08	2.74359453418427e-08	RAMP2/EMP2/TMEM100/CAV1/FOXF1/SOX17/RASIP1/TGFBR3/TIE1/HEG1/TGFBR2/WNT7A/CD34/QKI/ENG/FZD4/MYOCD/TBX5/SOX18/NTRK2/JUNB/APLNR/EGFL7/HEY1/KDR	25
GO:0043312	GO:0043312	neutrophil degranulation	78/1389	485/17913	4.60872250044702e-10	4.27578203015611e-08	2.8823335275028e-08	PECAM1/ADGRE3/SIRPB1/MCEMP1/PTPRB/CD36/FPR2/CAT/CFP/FOLR3/MME/CXCR2/HBB/CAMP/CD93/FGR/CXCR1/RETN/PRAM1/METTL7A/OSCAR/OLR1/CFD/C5AR1/ANXA3/FABP5/GMFG/SLC11A1/CLEC12A/ALOX5/PPBP/CD68/LILRB3/FCGR3B/CD33/HK3/STOM/S100A12/PLEKHO2/FPR1/BST1/ADGRE5/FCN1/TYROBP/MNDA/SIRPA/NCKAP1L/NFAM1/P2RX1/FCER1G/ITGAL/KCNAB2/SLCO4C1/CD44/CYBB/CTSG/SIGLEC14/PLAC8/CTSS/LAIR1/PTX3/CD53/SLPI/SLC2A3/ADA2/LYZ/DOCK2/PTAFR/CTSH/UNC13D/ALDH3B1/PTPRC/S100A8/ITGAM/ATP8A1/ANPEP/PIGR/SERPINA1	78
GO:0007178	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	59/1389	323/17913	4.73490439446126e-10	4.31839331298238e-08	2.91105808087663e-08	ACVRL1/TMEM100/CAV1/FGF10/CDH5/GDF10/SOSTDC1/TGFBR3/SMAD6/CLDN5/LRRC32/VEPH1/CAV2/ZNF423/SPTBN1/LTBP4/BMPER/ITGA8/SFRP5/TGFBR2/ENG/FERMT2/BMPR2/GPC3/CHRDL1/ZEB1/MYOCD/ZFYVE9/SMAD9/LEFTY2/NPNT/BMP2/VIM/SMAD7/SNX25/WWTR1/ATOH8/CCN1/DAB2/CDKN2B/EGR1/DKK3/NRROS/CDKN1C/CITED2/FOS/PRKCZ/JUN/TGFB2/ID1/FSTL3/BMP5/BMP6/FOLR1/PRDM16/LTBP2/LRP2/HPGD/PEG10	59
GO:0043542	GO:0043542	endothelial cell migration	53/1389	275/17913	4.98403022713356e-10	4.44229518754124e-08	2.99458117083835e-08	ANGPT4/TEK/RGCC/ACVRL1/PECAM1/EMP2/STARD13/CLEC14A/MMRN2/SEMA5A/SLIT2/RHOJ/SASH1/ANGPT1/FGF2/JCAD/ADTRP/BMPER/CCBE1/WNT7A/AMOTL1/AGTR2/CDH13/KLF4/BMPR2/ANXA3/GATA2/TNFSF12/PTPRM/SOX18/MAP3K3/EDN1/PDGFB/FLT4/PPARG/APOA1/DCN/DAB2IP/ATOH8/ETS1/VASH1/NR4A1/AKT3/EGR3/EFNB2/MEOX2/PRKD1/PTN/ID1/FGF18/KDR/ANXA1/APOH	53
GO:0010959	GO:0010959	regulation of metal ion transport	64/1389	365/17913	5.03586705891128e-10	4.44229518754124e-08	2.99458117083835e-08	JPH4/FXYD1/RAMP3/FHL1/ADRB2/CAV1/ACTN2/RGS9/SCN4B/PRKCE/CASQ2/TRPV2/KCNAB1/WFS1/ATP1A2/LILRA5/INPP5K/KCNA5/EDN3/GPER1/REM1/SCN2B/STAC/NOS1/VAMP2/AHNAK/PLA2G1B/SNCA/ATP1B2/CD33/STOM/UTRN/GJC2/CACNB4/PDGFB/PCSK9/JPH2/F2RL3/MYLK/P2RX1/GRAMD2A/CXCL12/KCNAB2/AMIGO1/NEDD4L/GJA1/P2RX7/EFHB/PER1/P2RY12/FKBP1B/LILRA2/APLNR/CD4/RGN/CLIC2/RRAD/CNTN1/JPH1/CX3CL1/CCL2/TRPC6/ICAM1/KCNQ1	64
GO:0045926	GO:0045926	negative regulation of growth	49/1389	244/17913	5.22811106691675e-10	4.53749445985146e-08	3.05875564288542e-08	SLC6A4/WNT3A/ACVRL1/SEMA3G/FHL1/ADRB2/WWC2/TNR/DCC/SOX17/CD36/NPR1/ADRB1/PI16/SEMA5A/SLIT2/CAMP/SLIT3/CRYAB/TGFBR2/AGTR2/WFDC1/BMPR2/HYAL2/GPC3/MT1M/RBP4/HYAL1/SOCS2/MYOZ1/DCSTAMP/TBX5/APBB1/FBP1/PPARG/MEIS1/NKD1/APBB2/SMARCA2/GJA1/CTSG/PLAC8/RERG/IRF8/WNT11/TGFB2/MT1A/SCGB3A1/ALOX15B	49
GO:0050679	GO:0050679	positive regulation of epithelial cell proliferation	43/1389	199/17913	5.57226391507295e-10	4.75942097254088e-08	3.20835780306456e-08	WNT3A/TEK/ODAM/ACVRL1/FGF10/TGM1/SEMA5A/CAV2/FGF2/JCAD/WNT7A/AGTR1/CDH13/C5AR1/BMPR2/JAML/GATA2/HYAL1/IHH/TNFSF12/FGFR2/PDGFB/NR4A3/BMP2/FLT4/CCL24/CXCL12/NR4A1/AKT3/APLN/EGR3/PPP1R16B/PRKD1/JUN/WNT2/APLNR/FGF7/EGFL7/PTN/ID1/BMP5/BMP6/KDR	43
GO:0032970	GO:0032970	regulation of actin filament-based process	61/1389	341/17913	5.69625167949416e-10	4.7893016073997e-08	3.2285005407133e-08	MYOC/FAM107A/TEK/ODAM/RGCC/S1PR1/ARHGAP6/CAV1/ACTN2/ARHGEF15/TNNC1/PRKCE/SEMA5A/SLIT2/CORO2B/SPTBN1/GPM6B/ATP1A2/INPP5K/DLC1/MYADM/TMOD1/PPM1F/CSF3/CFL2/GMFG/DIXDC1/LMOD1/PTGER4/LIMCH1/ARHGAP18/GJA5/SHANK3/EDN1/BST1/SORBS3/PHLDB2/APOA1/CCN2/JAM3/PREX1/PIK3R1/NCKAP1L/RDX/PDPN/CCL24/HCK/GPR65/ARHGEF10/CXCL12/PLEKHH2/AKAP13/ALOX15/WNT11/LRP1/ID1/CX3CL1/SEMA3E/ICAM1/CCL21/ELN	61
GO:0003206	GO:0003206	cardiac chamber morphogenesis	33/1389	129/17913	6.01318198351329e-10	4.97798957742846e-08	3.35569637492903e-08	TEK/CCM2L/FOXF1/TNNC1/TGFBR3/SMAD6/SLIT2/TBX3/HEG1/SLIT3/TGFBR2/ADAMTS1/TBX2/ENG/MYL3/BMPR2/GATA6/RBP4/FGFR2/NRG1/GJA5/ROBO2/TBX5/SMAD7/CCN1/ID2/CITED2/WNT2/WNT11/TGFB2/HEY1/BMP5/LRP2	33
GO:0001935	GO:0001935	endothelial cell proliferation	41/1389	185/17913	6.24321600612618e-10	5.09011292863106e-08	3.43127948279279e-08	TEK/RGCC/ACVRL1/CAV1/SEMA5A/CAV2/FGF2/JCAD/BMPER/CD34/AGTR1/CDH13/BMPR2/GATA2/TNFSF12/PTPRM/PDGFB/BMP2/FLT4/PPARG/APOA1/ATOH8/CCL24/VASH1/CXCL12/NR4A1/AKT3/GJA1/APLN/EGR3/PPP1R16B/ALDH1A2/PRKD1/JUN/WNT2/APLNR/EGFL7/BMP6/CCL2/KDR/APOH	41
